Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Fragile and conflict affected situations,FCS,22.24256952,22.67945535,23.11238723,23.55293864,23.99228218,24.45689527,24.91874937,25.38424367,25.83991892,26.29384348,26.73379723,27.19608552,27.65597927,28.09457399,28.47461879,28.84885878,29.25266108,29.65157268,29.96452275,30.26909326,30.65215798,31.09543997,31.49428629,31.92457072,32.40411911,32.87604852,33.36284565,33.85628996,34.32062606,34.73145226,35.22337471,35.47414759,35.72052002,35.96466754,36.13366833,36.27279557,36.45025437,36.6394719,36.82653818,37.01650873,37.22531009,37.5128676,37.77226615,38.03121059,38.30698031,38.59690101,38.87017518,39.09879661,39.44638451,39.80056589,40.16070253,40.46673911,40.77018868,41.11411701,41.45992458,41.83870256,42.21368591,42.57978859,42.92799591,43.27694077,43.65249953,44.04782533,44.33600141
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Heavily indebted poor countries (HIPC),HPC,12.41138812,12.75863495,13.11530958,13.48996021,13.88735902,14.29882818,14.70594466,15.12662853,15.55948564,16.00748532,16.43872425,16.87734262,17.32517914,17.77634804,18.21101911,18.65408128,19.1044885,19.55442603,20.02115105,20.42600052,20.85153803,21.26147625,21.64927045,22.07382757,22.54568018,23.0593405,23.57324498,24.07408062,24.55840353,25.00652888,25.44093927,25.82146384,26.19128736,26.55010353,26.91845334,27.25615083,27.51584917,27.80236148,28.10347065,28.40442619,28.71730363,29.06764903,29.40766582,29.75166865,30.10208628,30.47491461,30.85391097,31.17525526,31.61191094,32.04533493,32.48741865,32.9320104,33.35929314,33.79221205,34.23312075,34.68723235,35.15007875,35.61293249,36.0789578,36.55075935,37.02938085,37.51579432,38.0121239
Urban population (% of total population),SP.URB.TOTL.IN.ZS,High income,HIC,62.78886843,63.28488816,63.78580214,64.30341794,64.82033459,65.33587756,65.83819463,66.35229602,66.85118995,67.32216399,67.7764236,68.17868734,68.54719169,68.90791975,69.26590841,69.60848201,69.89588964,70.18056116,70.47182721,70.76361672,71.0578891,71.37523517,71.65104101,71.90761765,72.15101799,72.38899586,72.65574329,72.94969708,73.23247325,73.48708661,73.74393958,74.02920057,74.29779469,74.54403403,74.79175464,75.03819886,75.27513922,75.49957789,75.72178691,75.94256385,76.15947061,76.49678645,76.8887902,77.25571837,77.6098595,77.95240628,78.27095324,78.57925851,78.87871154,79.16224709,79.43411863,79.63949448,79.81360216,79.98316779,80.15118067,80.3262197,80.50492003,80.6858993,80.86938314,81.06172493,81.24797734,81.4320922,81.62668007
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IBRD only,IBD,26.04747644,26.61755351,27.14330352,27.6180298,28.10182795,28.3243658,28.53595812,28.76218486,28.98386444,29.19431295,29.39802949,29.61231001,29.86948928,30.17059722,30.51891397,30.87992674,31.2374575,31.60225633,32.07093846,32.64630031,33.22741297,33.82045993,34.39310145,34.91449959,35.45030558,35.9841011,36.51258031,37.03338738,37.55109911,38.05228749,38.53746742,39.04266438,39.54570009,40.04995074,40.55843773,41.06659485,41.57692155,42.09316156,42.61826521,43.14904626,43.69027541,44.28050556,44.92315769,45.57405594,46.23471978,46.90174119,47.55763035,48.20683433,48.85994904,49.51381315,50.16391758,50.78717515,51.40177141,52.02569731,52.65819697,53.28773736,53.907387,54.52062036,55.12555884,55.72187645,56.30872551,56.88978988,57.45493785
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA & IBRD total,IBT,23.93663871,24.43545113,24.90721441,25.34915164,25.79880311,26.03312302,26.26005861,26.50151533,26.7408169,26.9739141,27.20317728,27.45312036,27.73738893,28.05262581,28.4056416,28.71587417,29.08218116,29.45313658,29.90854175,30.44507303,30.99364805,31.54879274,32.06381198,32.53951592,33.03235968,33.52739226,34.02040422,34.50821209,34.993567,35.46261045,35.91863427,36.37674912,36.82547606,37.27065441,37.72030786,38.16800762,38.61113911,39.06149481,39.51851552,39.97587312,40.44117058,40.95672025,41.51181052,42.07192655,42.64107997,43.21672612,43.783769,44.34038473,44.91123457,45.48076517,46.04706033,46.58649751,47.11751601,47.65721896,48.20524478,48.7582673,49.30310206,49.8415426,50.3713106,50.89258172,51.4029541,51.90449326,52.39240221
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA blend,IDB,18.60036412,18.92045037,19.18815036,19.46964579,19.75606407,20.04534515,20.33950732,20.64305561,20.95196608,21.26400132,21.59192695,22.00706835,22.41311862,22.84419824,23.28898979,23.73889296,24.19024727,24.6201808,25.05567658,25.47858135,25.84773237,26.28728768,26.70187316,27.12399832,27.55354558,27.98644946,28.42758345,28.87287978,29.31234162,29.76931068,30.25817117,30.62929296,31.00431212,31.37036313,31.7348129,32.10014713,32.47004505,32.8388584,33.19908703,33.54055463,33.88784973,34.33093263,34.77816648,35.21738838,35.66031565,36.10852193,36.56312921,37.02454282,37.49154556,37.96350439,38.45076802,38.92282611,39.3747271,39.83206081,40.29669571,40.7668401,41.23901608,41.71055161,42.18788402,42.6719641,43.16058765,43.65376765,44.15209025
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA only,IDX,11.53337453,11.81665069,12.11803515,12.43521416,12.76617605,13.10814175,13.45049486,13.82201577,14.20560353,14.60381574,14.9970021,15.41682146,15.85036406,16.26786741,16.6850046,16.67833758,17.14409226,17.61978338,18.11175044,18.57449612,19.10264554,19.56353711,19.87244079,20.21452866,20.60015745,21.01482458,21.43513286,21.85707392,22.28065303,22.68390597,23.07425115,23.42383563,23.75215487,24.08147559,24.41702893,24.74002305,25.02212957,25.32294363,25.63514899,25.94628104,26.26724953,26.63652138,27.02402264,27.41741605,27.81541781,28.22978576,28.65889294,29.06173361,29.52838523,29.98584865,30.45362691,30.89031466,31.30804432,31.71525004,32.13327831,32.60970695,33.10745599,33.61586035,34.13037344,34.65316416,35.17720386,35.70208767,36.24319925
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA total,IDA,13.69985261,13.99353443,14.28364826,14.5896058,14.90671423,15.23244314,15.56029099,15.91076986,16.27092332,16.64276934,17.01755762,17.44039213,17.86965516,18.29371893,18.72245815,18.86237237,19.33163704,19.80159437,20.28247345,20.73988201,21.23483937,21.70957401,22.06546389,22.43917864,22.84248761,23.2694785,23.70515289,24.14347711,24.58152375,25.01049833,25.44078566,25.80502738,26.14926103,26.48823623,26.8343373,27.17405463,27.48937379,27.81705827,28.14914956,28.47345002,28.80948062,29.20999143,29.61731367,30.02349433,30.43633336,30.86160349,31.29844539,31.7214457,32.19082726,32.65674828,33.13530991,33.58638581,34.01505239,34.43810109,34.86996134,35.34038496,35.82311667,36.31301575,36.81001918,37.31465405,37.82240485,38.3331923,38.85798167
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Late-demographic dividend,LTE,26.24026401,27.00611551,27.66147034,28.22313754,28.79926793,28.90392651,28.98544916,29.10382067,29.22638126,29.34055419,29.44645391,29.53765396,29.64923519,29.8368327,30.10466317,30.39086054,30.67069338,30.96576991,31.44460049,32.11519594,32.79654643,33.47578331,34.14590896,34.7249557,35.32677992,35.9271428,36.51997624,37.10848816,37.69992496,38.27155042,38.807365,39.43097855,40.08473925,40.7380704,41.40042492,42.06814718,42.75025579,43.4485989,44.16198723,44.88949974,45.63971832,46.51549883,47.46222508,48.42487591,49.40194544,50.39218838,51.37322049,52.35355695,53.34107228,54.32581938,55.30543976,56.22553853,57.1210663,58.01821438,58.91450678,59.80478314,60.69068416,61.56910985,62.43119562,63.27388823,64.08883829,64.87611058,65.65041776
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Latin America & Caribbean,LCN,49.41692954,50.21759745,51.03086541,51.84730662,52.66860606,53.4352629,54.20158883,54.96703858,55.73342803,56.49527929,57.251068,58.0122165,58.76650052,59.49824971,60.22458341,60.95034413,61.67196855,62.39346022,63.11278892,63.82510483,64.53527446,65.2278119,65.88637912,66.52392657,67.15363938,67.77577756,68.38227572,68.97621014,69.56122161,70.13459236,70.69273177,71.21505077,71.71451013,72.2021969,72.69615809,73.18524036,73.65244051,74.1284417,74.59913926,75.05340398,75.5023677,75.86072514,76.18992509,76.5110233,76.81913083,77.12245501,77.42295291,77.7196869,78.01001026,78.29313264,78.56904961,78.84894068,79.12050881,79.38633421,79.64959608,79.91008068,80.16578312,80.41445313,80.65070817,80.8888556,81.13457,81.37701835,81.62123163
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Latin America & Caribbean (excluding high income),LAC,47.96709017,48.75890893,49.57530528,50.39636288,51.22379232,51.99074584,52.75798095,53.524997,54.29345126,55.05836855,55.81903593,56.59211265,57.36247621,58.11050095,58.85270509,59.59453301,60.33052384,61.06816752,61.80440535,62.53387157,63.25344402,63.93388139,64.58564242,65.23039424,65.8698531,66.5041077,67.12335592,67.7310905,68.3316005,68.92180614,69.49971317,70.04734713,70.57023956,71.07476568,71.58685603,72.09413714,72.57717416,73.07073685,73.55958068,74.03097223,74.49832394,74.87046829,75.22556629,75.57755019,75.91526093,76.24789414,76.57754836,76.90318229,77.22166799,77.53214148,77.83434627,78.14230525,78.4417669,78.73507002,79.02556865,79.31292354,79.59593745,79.87516385,80.14989578,80.42185354,80.69204388,80.95871414,81.22242834
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,49.1500045,49.96808943,50.79900743,51.63271728,52.47128089,53.25239137,54.0331269,54.81286774,55.59335767,56.36926639,57.14001086,57.90234318,58.65426762,59.38325656,60.10695099,60.83071533,61.55083742,62.27172307,62.99068375,63.70297699,64.40563236,65.06989658,65.70700532,66.32691933,66.9420401,67.55271372,68.15013652,68.737369,69.31784529,69.88860401,70.44770039,70.98161478,71.49574021,71.99704009,72.50446929,73.0065667,73.4854439,73.972488,74.45342647,74.91746578,75.37650809,75.74309732,76.07951629,76.40879826,76.72598281,77.03824143,77.34769641,77.65325418,77.95202782,78.24318035,78.52664232,78.81456341,79.09363418,79.36730196,79.63872858,79.9070645,80.17033261,80.42619126,80.66988391,80.9123308,81.16044913,81.4068572,81.65515394
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Least developed countries: UN classification,LDC,9.665977461,9.91111463,10.17766654,10.4593674,10.75519431,11.06258642,11.38207552,11.73417773,12.09944758,12.48014209,12.85989286,13.283251,13.73042756,14.16530327,14.60035359,14.55513646,15.03247334,15.52224945,16.03387465,16.54016367,17.1168118,17.61829709,17.96059017,18.34446436,18.77539917,19.23198582,19.69459885,20.15884182,20.62328373,21.0654179,21.49684477,21.88339839,22.25129426,22.62410791,23.00223511,23.35335811,23.65794323,23.98323176,24.32149682,24.6588142,25.00342369,25.40188634,25.82209463,26.25002115,26.68213291,27.13221865,27.57692236,27.97968375,28.47109047,28.96645355,29.46934078,29.97860944,30.47854372,30.98532967,31.5020462,32.02789238,32.56281282,33.1031179,33.64349692,34.1832009,34.72400294,35.2686897,35.82172605
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Low & middle income,LMY,23.34587797,23.83691424,24.30747682,24.75024064,25.20076256,25.43232686,25.65791962,25.89849439,26.14252838,26.38504734,26.6249771,26.87514809,27.15855744,27.47321349,27.82524439,28.13228144,28.49334222,28.85843582,29.30950742,29.8453449,30.39453458,30.95153638,31.46867902,31.94702403,32.44281204,32.9410967,33.43761798,33.92913664,34.41844472,34.89278973,35.37014639,35.83566032,36.29323926,36.74762955,37.20609325,37.66239771,38.11394148,38.57254355,39.0372821,39.5021559,39.97668067,40.50170509,41.0675644,41.6383937,42.21811817,42.80414803,43.3811833,43.94771465,44.5285585,45.10800746,45.68451552,46.2334058,46.7743433,47.32410705,47.88209506,48.44490619,48.99953928,49.54913147,50.0925453,50.62727272,51.14857331,51.65973093,52.15454939
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Low income,LIC,13.44972091,13.7889187,14.13600566,14.501368,14.87715614,15.2627927,15.66392939,16.08331721,16.57475371,17.12925997,17.67616511,18.02292417,18.38463381,18.73451,19.0415329,19.34310331,19.59696392,19.8600246,20.12982145,20.40244887,20.71059168,21.02875126,21.31930096,21.64897273,22.039968,22.46839493,22.89942799,23.32098707,23.73739568,24.13344936,24.50547336,24.81771843,25.13022494,25.46216962,25.7970982,26.09022238,26.27754434,26.49882509,26.7417323,26.98259197,27.23228574,27.48829892,27.72675775,27.95034376,28.19022945,28.45949481,28.75416852,28.99646891,29.35272286,29.68724414,30.04065155,30.33553873,30.59179866,30.82766794,31.0816613,31.43992475,31.83823508,32.25651366,32.68806984,33.13434046,33.58540737,34.04404474,34.52217573
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Lower middle income,LMC,20.16210565,20.40997396,20.691443,20.9758267,21.26471164,21.56022162,21.85404409,22.15024108,22.45331281,22.75872654,23.06556799,23.41097655,23.80708191,24.19622309,24.5951215,24.86812269,25.29952728,25.72466747,26.13273927,26.53301037,26.95945334,27.3796887,27.70843673,28.03643131,28.37430932,28.71836907,29.06812963,29.41324731,29.7558689,30.09277744,30.43481906,30.72281567,30.99106271,31.24001479,31.48362761,31.72723371,31.97592266,32.22877124,32.48327565,32.73740816,33.00064209,33.31350821,33.66755931,34.03023089,34.40522874,34.79047682,35.18492422,35.58375397,35.98292244,36.3872359,36.79713897,37.21448842,37.63450526,38.076277,38.53954238,39.0028371,39.45641238,39.90998446,40.37191495,40.84185097,41.31819117,41.80333952,42.25377376
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle East & North Africa,MEA,34.8925686,35.65117452,36.42182371,37.20354574,38.01092974,38.84618055,39.63247737,40.36140564,41.09642842,41.84341478,42.60059633,43.33425368,44.07511709,44.83072314,45.56114584,46.26285012,46.99573789,47.68894063,48.28152937,48.86480899,49.4946127,50.11452029,50.71754447,51.31311531,51.89844448,52.45983672,53.02317653,53.50528333,53.90923736,54.29186349,54.67139034,55.01377578,55.50256367,55.94201498,56.34659912,56.69242754,57.03179543,57.38062383,57.74518934,58.11450111,58.48384266,58.85246821,59.19987688,59.53929047,59.88711223,60.29392406,60.74225179,61.17535257,61.60945019,62.04045199,62.41779732,62.67184957,62.9313265,63.2755312,63.65346648,64.05737008,64.39947162,64.71130668,65.021227,65.31316925,65.56004531,65.80633227,66.08941137
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle East & North Africa (excluding high income),MNA,33.77650395,34.49631401,35.22022925,35.95089325,36.68960029,37.46041532,38.18235456,38.82170365,39.48194748,40.14374284,40.80704435,41.44532579,42.09472508,42.74565919,43.37749393,44.00199807,44.66403204,45.27743808,45.76950152,46.24979988,46.79307207,47.34746334,47.89081079,48.42163565,48.95607208,49.46134836,49.97110165,50.4231766,50.78510822,51.12350696,51.59826249,51.93904516,52.34748874,52.77225562,53.18562246,53.53846855,53.87191846,54.21027144,54.56794292,54.93049538,55.2948814,55.65742831,56.00096655,56.33836353,56.68881479,57.0734158,57.45251247,57.78675736,58.11958143,58.46527941,58.80442187,59.02530216,59.24577145,59.56942387,59.94972698,60.35665378,60.68819176,60.99176097,61.29446776,61.59112494,61.89232067,62.2028612,62.50899763
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,33.77650395,34.49631401,35.22022925,35.95089325,36.68960029,37.46041532,38.18235456,38.82170365,39.48194748,40.14374284,40.80704435,41.44532579,42.09472508,42.74565919,43.37749393,44.00199807,44.66403204,45.27743808,45.76950152,46.24979988,46.79307207,47.34746334,47.89081079,48.42163565,48.95607208,49.46134836,49.97110165,50.4231766,50.78510822,51.12350696,51.45777984,51.79460119,52.19919995,52.6197587,53.0285799,53.37628891,53.70413762,54.03679189,54.39367862,54.75663263,55.121471,55.48447867,55.82800069,56.1653024,56.51606967,56.90141235,57.28117086,57.61557574,57.94823572,58.29402574,58.63331025,58.85291658,59.0720774,59.395867,59.77709928,60.185203,60.5168085,60.82028707,61.12194591,61.4174454,61.71734443,62.02650425,62.33118367
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle income,MIC,23.98368829,24.49104406,24.97265086,25.42032485,25.87629148,26.09876241,26.31346695,26.54373687,26.77315357,26.99641357,27.21742544,27.46273646,27.74259184,28.05670586,28.41434483,28.72497336,29.0968262,29.47226316,29.94036077,30.49943282,31.0667188,31.63949198,32.17425517,32.66714848,33.17518956,33.68335954,34.18876559,34.68960459,35.18841119,35.67364288,36.16328536,36.6455163,37.12404564,37.60002433,38.07865356,38.55861424,39.04319549,39.53254873,40.02693979,40.52316835,41.02900912,41.59010729,42.2018589,42.82266063,43.45129861,44.08587165,44.71170299,45.33222565,45.95773069,46.58466915,47.20740356,47.80611476,48.39917549,49.00190523,49.61225625,50.21959842,50.81732353,51.40963856,51.99620609,52.57505112,53.14037323,53.69476972,54.23215166
Urban population (% of total population),SP.URB.TOTL.IN.ZS,North America,NAC,69.91840106,70.31954524,70.73978371,71.15636541,71.56938765,71.97871764,72.3826157,72.76219843,73.13854969,73.5112239,73.8016579,73.85612635,73.85386055,73.85182834,73.85012852,73.84830487,73.84743795,73.86058101,73.87244749,73.88512697,73.9311267,74.07345154,74.22676191,74.37972645,74.53080075,74.68169241,74.83157434,74.96854138,75.10536467,75.24090146,75.43326939,75.79777241,76.18057399,76.5587808,76.93319284,77.30302614,77.67168444,78.04520539,78.41549319,78.78166901,79.10242412,79.29464184,79.46014243,79.62477618,79.78929336,79.95100922,80.11409653,80.28532991,80.45557959,80.62475234,80.79198564,80.96264204,81.12430122,81.29037419,81.45987195,81.63309369,81.80877001,81.98963981,82.17306441,82.36168903,82.55366945,82.75001442,82.94759786
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban population (% of total population),SP.URB.TOTL.IN.ZS,OECD members,OED,62.17664886,62.67458269,63.17252192,63.68642007,64.20056227,64.70054624,65.19741776,65.70366607,66.20190566,66.67984435,67.14312494,67.54765533,67.91762016,68.27794394,68.63444905,68.97314015,69.24278346,69.50049544,69.76029955,70.01628619,70.2733222,70.57852248,70.86423859,71.13384977,71.39428625,71.65585521,71.92377781,72.21081072,72.49504094,72.75788675,73.0382757,73.32120477,73.5849253,73.85246179,74.12485238,74.39546248,74.64460215,74.88444146,75.12369161,75.36367978,75.6023211,75.95147201,76.35451659,76.73836275,77.10670357,77.46078611,77.78865677,78.10032037,78.402357,78.69554397,78.98221203,79.20821113,79.40475312,79.59764253,79.78886661,79.98440773,80.1836837,80.38767856,80.59543907,80.81017638,81.02504529,81.23889991,81.45374536
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Other small states,OSS,27.673788,28.08875601,28.53959988,29.0155783,29.55781646,30.15308406,30.75009684,31.281223,31.82315431,32.39420457,32.98654947,33.61635107,34.21128017,34.73050139,35.28395759,35.83251682,36.3800265,36.87951387,37.38368111,37.90825235,38.47933952,39.06808724,39.67900003,40.22858844,40.81384018,41.43523353,42.10342521,42.84028987,43.60095253,44.34136854,45.10469539,45.84529283,46.30234511,46.69960565,47.12809071,47.57645599,48.03148507,48.52190653,49.03141096,49.56586719,50.11261265,50.66464215,51.22174665,51.80039589,52.39226086,53.08160172,53.9221886,54.89827483,55.84979024,56.69468878,57.38094031,57.98889955,58.57650752,59.18402798,59.85942596,60.54625463,61.18533844,61.73456643,62.19341187,62.61372518,62.89953125,63.15170162,63.53296393
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Pacific island small states,PSS,22.14326349,22.5770073,23.02329221,23.48130365,23.94787984,24.4171551,24.88130033,25.25695082,25.63686305,26.03790458,26.42496202,26.77173148,27.09476538,27.40169389,27.61922427,27.80921192,28.01846135,28.18125221,28.33811524,28.49741046,28.66605661,28.86528158,29.07525197,29.29906888,29.53322715,29.76459295,29.99285416,30.39483287,30.81059846,31.2094336,31.58691089,31.94303223,32.27661424,32.5988016,32.91164707,33.20111753,33.53271568,33.76567611,33.98527052,34.20831543,34.45967091,34.70444071,34.91212172,35.11724691,35.33865798,35.56032409,35.80196081,36.05718209,36.3443734,36.63267762,36.8982898,37.13983545,37.37079485,37.5978479,37.82249269,38.04409776,38.25976027,38.46854478,38.67702273,38.88279445,39.09482359,39.31228847,39.55370279
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Post-demographic dividend,PST,63.26198618,63.77769557,64.30523738,64.85099104,65.39486249,65.94032189,66.47134336,67.00715414,67.53388714,68.03509908,68.51631725,68.93097837,69.31160588,69.68313307,70.05184447,70.39645004,70.67103335,70.93614417,71.20250192,71.46976519,71.73707027,72.01885557,72.25605483,72.47542414,72.68163792,72.88116418,73.10969075,73.37347929,73.62493794,73.83891377,74.05923264,74.31297021,74.56576999,74.82150236,75.07965497,75.33284418,75.5678846,75.79000415,76.01408251,76.23824273,76.4544777,76.80024114,77.2068661,77.59630097,77.97309512,78.33567119,78.66705604,78.98091959,79.28396181,79.57397148,79.85237473,80.06207317,80.2358783,80.40334951,80.57108123,80.743926,80.91942594,81.09877764,81.28146066,81.47385014,81.66263538,81.85190553,82.10522096
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Pre-demographic dividend,PRE,13.44256495,13.79964007,14.17319312,14.56896362,14.98223151,15.40933998,15.82066286,16.23958063,16.6834458,17.14146495,17.5954867,18.10315651,18.63574573,19.17390405,19.6979158,20.22951246,20.77119819,21.29909745,21.82662477,22.29579092,22.75648761,23.28562368,23.81168212,24.3462219,24.92243084,25.51726178,26.12095778,26.73050654,27.31026188,27.85636319,28.3721592,28.77450793,29.18246998,29.61126866,29.97760071,30.30717868,30.65994261,31.03405568,31.40719953,31.77675369,32.15738999,32.61896821,33.06646124,33.52846272,34.0112947,34.51604375,34.979093,35.37571469,35.89223409,36.42747961,36.97056821,37.52177511,38.07021528,38.62515291,39.17323373,39.72171823,40.27353744,40.8286445,41.38268311,41.93103194,42.47917386,43.03137965,43.58841081
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Small states,SST,29.47062712,29.91823975,30.38737464,30.87464937,31.40504023,31.96637163,32.53038298,33.04698164,33.57079159,34.1140786,34.66384552,35.21881732,35.77485634,36.30411659,36.84645532,37.3795957,37.90959529,38.40092499,38.89326659,39.39804837,39.92936228,40.39662758,40.88282857,41.29901932,41.74290172,42.21493015,42.72270171,43.29212115,43.8835879,44.46512174,45.06273433,45.64095142,46.01536889,46.34620583,46.70006875,47.06983766,47.44796366,47.84282468,48.25073106,48.67758137,49.11478729,49.54309324,49.96582363,50.4021975,50.85095447,51.37381564,52.01825012,52.77246137,53.5187903,54.19017165,54.74128254,55.23567005,55.72401245,56.23281681,56.80298843,57.38929129,57.94193781,58.42574823,58.82238148,59.19804473,59.47462538,59.71421825,60.06808078
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Asia,SAS,16.69883478,16.83198292,17.0188531,17.20762823,17.39891732,17.59087343,17.78536473,17.982277,18.18192364,18.38542433,18.59586725,18.84615677,19.17524617,19.50069226,19.84726971,20.22819044,20.62074014,21.02269847,21.43440083,21.85960337,22.30432136,22.69994153,22.96324914,23.22023549,23.47601247,23.7354479,24.00187727,24.27153306,24.5434858,24.81062989,25.07906467,25.33623952,25.55933621,25.78115757,26.00895584,26.24019745,26.47676667,26.71440345,26.95128603,27.18514502,27.42418988,27.70282086,28.03966613,28.37639161,28.72107855,29.06867124,29.41856743,29.77464836,30.13397611,30.49316857,30.8553927,31.21904307,31.59054593,31.97027605,32.35853414,32.75580601,33.16234064,33.57861344,34.0058992,34.44463406,34.89320579,35.35192499,35.82499865
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Asia (IDA & IBRD),TSA,16.69883478,16.83198292,17.0188531,17.20762823,17.39891732,17.59087343,17.78536473,17.982277,18.18192364,18.38542433,18.59586725,18.84615677,19.17524617,19.50069226,19.84726971,20.22819044,20.62074014,21.02269847,21.43440083,21.85960337,22.30432136,22.69994153,22.96324914,23.22023549,23.47601247,23.7354479,24.00187727,24.27153306,24.5434858,24.81062989,25.07906467,25.33623952,25.55933621,25.78115757,26.00895584,26.24019745,26.47676667,26.71440345,26.95128603,27.18514502,27.42418988,27.70282086,28.03966613,28.37639161,28.72107855,29.06867124,29.41856743,29.77464836,30.13397611,30.49316857,30.8553927,31.21904307,31.59054593,31.97027605,32.35853414,32.75580601,33.16234064,33.57861344,34.0058992,34.44463406,34.89320579,35.35192499,35.82499865
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,14.62421682,14.92996295,15.24511818,15.58025367,15.93040817,16.29279245,16.65391091,17.02410122,17.40327596,17.79296148,18.17200151,18.58303682,19.01325224,19.445423,19.86720788,20.29638992,20.73241249,21.16139071,21.60087891,21.99519443,22.38172472,22.79876978,23.20792116,23.65554585,24.15248263,24.69441748,25.26246062,25.83155816,26.39958535,26.9602502,27.5108685,27.94998217,28.37938695,28.80978289,29.23611277,29.62935289,29.96578436,30.32054592,30.6852051,31.04755204,31.40950851,31.83583102,32.27265928,32.7116594,33.15567698,33.61568887,34.07315999,34.48860624,34.99170977,35.49962861,36.0151802,36.53701419,37.04853169,37.56187323,38.08906759,38.63131919,39.16090376,39.6871965,40.22454533,40.75928286,41.29441612,41.83005287,42.36803444
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa (excluding high income),SSA,14.62182929,14.92742992,15.2424413,15.57743599,15.92745031,16.28969424,16.65066871,17.02071513,17.39974694,17.78929193,18.16818991,18.57909416,19.00913219,19.44116486,19.86280171,20.29181774,20.72768927,21.1565127,21.59616712,21.99064943,22.37733336,22.79452103,23.20383951,23.65165398,24.14875056,24.69084075,25.25904577,25.82818059,26.39637093,26.95718179,27.50794065,27.9471472,28.3766617,28.80711863,29.23348997,29.62679651,29.96328488,30.31810796,30.68280727,31.04519184,31.40720882,31.83361441,32.27045817,32.70956211,33.15366253,33.61373822,34.07123875,34.48673784,34.9898687,35.4978466,36.01341269,36.53535249,37.04690944,37.5602744,38.08749625,38.62976604,39.15938042,39.68570327,40.22308665,40.75785871,41.29302613,41.82869628,42.36671019
